location 	rooms 	housetype 	area 	price 	unitprice 	year 	floor 	elevator 	condition 	lot 	energy
Alppila 	2h, k ja parveke 	kt 	55,50 	351000 	6324 	1959 	  	on 	hyvä 	oma 	G2013
Kruununhaka 	2h + avokeitti&... 	kt 	45,50 	395000 	8681 	1926 	4/4 	ei 	hyvä 	oma 	C2007
Herttoniemenranta 	2h, k, s, vh, p... 	kt 	53,00 	285000 	5377 	2007 	2/6 	on 	hyvä 	vuokra 	G2013
Pohjois-haaga 	2h+kk+kph+vh (y... 	kt 	42,00 	210000 	5000 	1954 	3/4 	ei 	tyyd. 	vuokra 	F2013
Viikinmäki 	2H+KT 	kt 	44,50 	268000 	6022 	2020 	2/3 	on 	hyvä 	oma 	C2013
Kontula 	2 h, k, s, p ja... 	kt 	51,00 	193000 	3784 	2004 	4/8 	on 	tyyd. 	vuokra 	E2007
Konepaja 	2h, avok, kph, ... 	kt 	56,50 	403500 	7142 	2013 	3/6 	on 	hyvä 	oma 	C2018
Pohjois-haaga 	2 h + k + kph (... 	kt 	57,40 	172000 	2997 	1973 	2/6 	on 	hyvä 	vuokra 	E2013
Pukinmäki 	2h+k+parveke 	kt 	61,00 	146000 	2393 	1976 	3/6 	on 	hyvä 	vuokra 	F2013
Ullanlinna 	2 h+k+halli+kh 	kt 	68,00 	430000 	6324 	1941 	3/4 	on 	huono 	oma 	F2013
Vuosaari 	2h,k,parveke (2... 	kt 	55,50 	155000 	2793 	1965 	2/4 	on 	tyyd. 	oma 	F2007
Sörnäinen 	2h, avok, kph, ... 	kt 	40,00 	245000 	6125 	1995 	4/6 	on 	hyvä 	vuokra 	D2007
Konala 	2h + kk + s 	kt 	49,00 	200000 	4082 	1993 	3/3 	on 	hyvä 	oma 	
Kannelmäki 	2h, kk, kph, vh, p 	kt 	50,50 	186000 	3683 	1961 	4/4 	on 	hyvä 	oma 	
Viikki 	2h, kk, kph, pa... 	kt 	56,00 	220000 	3929 	2008 	1/4 	on 	hyvä 	vuokra 	E
Itäkeskus 	2 h+k 	kt 	58,50 	170000 	2906 	1977 	3/3 	on 	hyvä 	vuokra 	D2018
Lehtisaari 	2h, k 	kt 	63,30 	266000 	4202 	1967 	4/4 	on 	hyvä 	vuokra 	D2007
Sörnäinen 	2h, avok, teras... 	kt 	63,50 	459000 	7228 	2019 	1/3 	on 	hyvä 	oma 	G2018
Herttoniemi 	2h, k, kh,parveke 	kt 	42,00 	227000 	5405 	1948 	2/4 	on 	tyyd. 	vuokra 	F2013
Etelä-haaga 	2h, kk, kph, pa... 	kt 	43,00 	248000 	5767 	1960 	1/3 	ei 	hyvä 	oma 	E2013
Töölö 	2h,k,kh 	kt 	74,00 	516600 	6981 	1926 	5/6 	on 	tyyd. 	oma 	D2007
Kamppi 	2h, k, alkovi 	kt 	68,50 	499000 	7285 	1939 	4/7 	on 	tyyd. 	oma 	F2013
Töölö 	2h, kph, k 	kt 	43,70 	325000 	7437 	1912 	5/5 	ei 	hyvä 	oma 	E2007
Kluuvi 	2-3 h + kt + s 	kt 	84,00 	1215000 	14464 	2014 	4/6 	on 	  	oma 	C2007
Kluuvi 	2 - 3 h + kt + s 	kt 	84,00 	1315000 	15655 	2014 	4/6 	on 	  	vuokra 	C2007
Hakaniemi 	2h+kk+kph 	kt 	38,50 	290000 	7532 	1938 	2/7 	on 	hyvä 	oma 	E2013
Lauttasaari 	2h, avok, kph, ... 	kt 	48,00 	500000 	10417 	2017 	6/6 	on 	hyvä 	oma 	C2013
Kannelmäki 	2h + kk + sauna 	kt 	49,00 	250000 	5102 	2005 	1/6 	on 	hyvä 	oma 	F2013
Ullanlinna 	2h, avok, kph, ... 	kt 	56,50 	568000 	10053 	1978 	3/5 	on 	hyvä 	oma 	E2007
Roihuvuori 	2 h+avok+vaateh... 	kt 	37,50 	150000 	4000 	1955 	3/3 	ei 	hyvä 	vuokra 	F2013
Pitäjänmäki 	2h, k, kph ja p... 	kt 	45,00 	189000 	4200 	1956 	2/3 	ei 	hyvä 	oma 	G2013
Kallio 	2 h, k, kh, halli 	kt 	50,00 	311500 	6230 	1937 	4/6 	on 	tyyd. 	oma 	G2013
Kamppi 	2h+avok+kph 	kt 	62,00 	466000 	7516 	1906 	2/5 	on 	hyvä 	oma 	D2007
Alppiharju 	2-3h+avok+kph+v... 	kt 	56,00 	349000 	6232 	1946 	5/7 	on 	hyvä 	oma 	D2013
Kontula 	2h, k, kph, par... 	kt 	58,00 	106000 	1828 	1970 	4/9 	on 	tyyd. 	oma 	
Töölö 	2h+kk+kph 	kt 	34,00 	255000 	7500 	1938 	5/7 	on 	tyyd. 	oma 	F2013
Alppila 	2h+kk+kph 	kt 	35,00 	275100 	7860 	1941 	2/4 	ei 	hyvä 	oma 	E2007
Pohjois-haaga 	2h, k, kph, vh 	kt 	42,00 	230000 	5476 	1954 	3/3 	ei 	hyvä 	vuokra 	F2013
Jätkäsaari 	2h, k, kph, las... 	kt 	45,00 	372500 	8278 	2019 	7/12 	on 	hyvä 	oma 	C2013
Kontula 	2h+kk+kph 	kt 	47,00 	119500 	2543 	1968 	6/8 	on 	tyyd. 	vuokra 	G2013
Kamppi 	2h, k, kph, p 	kt 	49,00 	367000 	7490 	1986 	5/6 	on 	tyyd. 	oma 	E2007
Ullanlinna 	1h+alk+kph+rans... 	kt 	50,00 	440000 	8800 	1929 	4/4 	ei 	hyvä 	oma 	F2013
Itäkeskus 	2h, k, kph, s, p 	kt 	57,50 	191000 	3322 	1998 	2/5 	on 	hyvä 	vuokra 	F2013
Kamppi 	3h (yhtiöj... 	kt 	58,00 	461000 	7948 	1932 	2/7 	on 	tyyd. 	oma 	F2013
Toukola 	2 h+kk+kph 	kt 	41,60 	270000 	6490 	1946 	-1/4 	on 	hyvä 	vuokra 	G2013
Kamppi 	2h, k, lasitett... 	kt 	50,00 	390000 	7800 	1986 	3/6 	on 	hyvä 	oma 	E2013
Oulunkylä 	2h, k 	kt 	52,00 	223000 	4288 	1964 	1/3 	ei 	  	oma 	E2018
Roihuvuori 	2h, k, kph, las... 	kt 	53,00 	169000 	3189 	1965 	3/5 	on 	tyyd. 	oma 	G2013
Pihlajamäki 	2h, k, kph, vh,... 	kt 	55,00 	124000 	2255 	1963 	1/4 	ei 	tyyd. 	vuokra 	F
Munkkiniemi 	2h, avokeitti&#... 	kt 	59,00 	370000 	6271 	1937 	1/6 	on 	hyvä 	oma 	E2007
Heikinlaakso 	2h+k+kph+las.pa... 	kt 	62,00 	148000 	2387 	1980 	1/2 	ei 	tyyd. 	oma 	D2007
Vesala 	2h, k, kph, s, ... 	kt 	62,00 	160000 	2581 	1989 	3/3 	ei 	tyyd. 	vuokra 	E2007
Kamppi 	2h+k+alk+kph+wc 	kt 	70,00 	569000 	8129 	1892 	3/4 	ei 	tyyd. 	oma 	D2007
Punavuori 	2h+keittosyv.+e... 	kt 	29,00 	243000 	8379 	1931 	4/4 	on 	huono 	oma 	F2013
Oulunkylä 	2h, k, kph, s, ... 	kt 	55,00 	212000 	3855 	1997 	3/5 	on 	tyyd. 	vuokra 	E2007
Savela 	2 h, k, s, lasi... 	kt 	56,00 	194400 	3471 	1988 	2/3 	ei 	hyvä 	oma 	E2013
Puotila 	2h, avok, kph, ... 	kt 	57,00 	268000 	4702 	2006 	4/4 	on 	hyvä 	oma 	E2013
Taka-töölö 	2h,avok,kph,alkovi 	kt 	48,50 	341000 	7031 	1929 	4/6 	on 	hyvä 	oma 	
Vallila 	2h+k+kph+parveke 	kt 	57,00 	329000 	5772 	1950 	3/4 	ei 	hyvä 	oma 	
Hermanni 	2h, k, kph, vh, p 	kt 	58,00 	282000 	4862 	1954 	3/6 	on 	huono 	vuokra 	D2007
Veräjämäki 	2h + k 	kt 	60,00 	233000 	3883 	1963 	1/3 	ei 	tyyd. 	vuokra 	E2013
Hermanni 	2h, avok, kph, ... 	kt 	43,50 	285000 	6552 	1954 	2/6 	on 	hyvä 	vuokra 	D2007
Myllypuro 	2h+k+lasitettu ... 	kt 	59,00 	142000 	2407 	1977 	5/5 	on 	tyyd. 	vuokra 	D2007
Malmi 	2h, avokeitti&#... 	kt 	59,50 	198000 	3328 	1986 	2/3 	ei 	hyvä 	vuokra 	E2013
Etelä-haaga 	2h, k, rt, kph ... 	kt 	60,50 	285700 	4722 	1959 	4/4 	ei 	tyyd. 	oma 	E2007
Viikinmäki 	2H+KT 	kt 	44,50 	272000 	6112 	2020 	3/3 	on 	hyvä 	oma 	C2013
Taka-töölö 	2-3h,k,sauna,pa... 	kt 	71,00 	540000 	7606 	1928 	7/7 	on 	hyvä 	oma 	E2013
Lauttasaari 	2h, kk, kh/s, v... 	kt 	47,00 	260000 	5532 	1988 	5/6 	on 	tyyd. 	oma 	F2013
Aurinkolahti 	2h+k+kph+s+parv... 	kt 	57,50 	270000 	4696 	2006 	4/7 	on 	hyvä 	oma 	E2013
Pitäjänmäki 	1-2h, avok, kph... 	kt 	75,50 	410000 	5430 	2009 	1/3 	on 	hyvä 	oma 	F2013
Lauttasaari 	2h, k, parveke 	kt 	63,00 	374000 	5937 	1955 	4/4 	ei 	hyvä 	oma 	G2013
Etelä-haaga 	2h, k, kph, las.p 	kt 	48,50 	272000 	5608 	1961 	3/3 	ei 	tyyd. 	oma 	E2007
Vuosaari 	2h, avok, kph, ... 	kt 	49,00 	220000 	4490 	2001 	6/7 	on 	hyvä 	vuokra 	F2013
Vallila 	2h, k, kph, vh 	kt 	51,50 	321000 	6233 	1927 	1/3 	ei 	tyyd. 	oma 	G2013
Laajasalo 	2h, k, kph, vh, p 	kt 	52,50 	152000 	2895 	1971 	1/3 	on 	tyyd. 	oma 	E2007
Etelä-haaga 	2h, k, kph, vh,... 	kt 	53,00 	271000 	5113 	1959 	3/4 	ei 	hyvä 	oma 	F2007
Tapaninvainio 	2h, k, s, l... 	rt 	54,50 	212500 	3899 	1989 	1/1 	ei 	hyvä 	oma 	
Puotila 	2h, k 	kt 	55,00 	190000 	3455 	1961 	3/3 	ei 	hyvä 	vuokra 	
Lauttasaari 	2h, avokeitti&#... 	kt 	57,00 	375000 	6579 	1956 	1/4 	on 	hyvä 	oma 	F2013
Konala 	2h, k, kph, vh,... 	kt 	59,00 	100000 	1695 	1978 	1/2 	ei 	huono 	vuokra 	E2013
Punavuori 	2h, k, kph, s, ... 	kt 	90,00 	540000 	6000 	1957 	1/6 	on 	hyvä 	oma 	E2013
Meilahti 	2h, k, kph 	kt 	44,20 	290000 	6561 	1946 	2/8 	on 	hyvä 	oma 	D2018
Konepaja 	2h, avok, kph, ... 	kt 	49,00 	346000 	7061 	2011 	2/6 	on 	hyvä 	oma 	B2007
Tapanila 	2h + k + sauna 	kt 	55,50 	224000 	4036 	2011 	4/4 	on 	hyvä 	vuokra 	B2013
Kontula 	2h, k, kph, eri... 	kt 	59,50 	95000 	1597 	1967 	4/8 	on 	hyvä 	vuokra 	G2013
Meilahti 	2h,k,kph,ransk.p 	kt 	62,00 	390000 	6290 	1951 	2/4 	on 	hyvä 	oma 	E
Punavuori 	2h+kk 	kt 	36,00 	290000 	8056 	1931 	3/6 	on 	tyyd. 	oma 	
Kamppi 	1-2h+avok+kph 	kt 	37,30 	330000 	8847 	1912 	2/4 	ei 	hyvä 	oma 	E2007
Lauttasaari 	2h+kk+kph 	kt 	42,00 	265000 	6310 	1959 	3/3 	ei 	hyvä 	oma 	F2013
Taka-töölö 	2-3h,k,kph,wc 	kt 	57,00 	396000 	6947 	1938 	6/6 	on 	hyvä 	oma 	
Herttoniemenranta 	2h, kk, vh, s, ... 	kt 	58,00 	355000 	6121 	1999 	4/5 	on 	tyyd. 	vuokra 	F2013
Aurinkolahti 	2h+k+s+iso parveke 	kt 	58,50 	310000 	5299 	2002 	2/6 	on 	tyyd. 	oma 	G2013
Munkkiniemi 	2h+k+kph 	kt 	64,00 	366000 	5719 	1937 	5/6 	on 	huono 	oma 	
Kannelmäki 	2h + kk 	kt 	42,00 	208000 	4952 	2012 	3/5 	on 	hyvä 	oma 	D2013
Viikki 	2h+kk+s 	kt 	47,50 	252000 	5305 	2002 	2/5 	on 	tyyd. 	oma 	F2013
Pikku-huopalahti 	2h,k,s 	kt 	49,00 	269816 	5506 	1991 	3/3 	ei 	hyvä 	vuokra 	F2013
Etelä-haaga 	2h, k, parveke 	kt 	53,00 	270000 	5094 	1962 	3/3 	ei 	tyyd. 	oma 	E2013
Merihaka 	2 h + avok + kp... 	kt 	55,00 	299900 	5453 	1979 	3/7 	on 	hyvä 	oma 	D2018
Munkkivuori 	2h+k+kph+erilli... 	kt 	56,50 	296000 	5239 	1958 	2/6 	on 	tyyd. 	oma 	E2007
Lehtisaari 	2 h, k, kh, 2 x... 	kt 	58,00 	225000 	3879 	1967 	1/4 	on 	hyvä 	vuokra 	F2013
Tapaninvainio 	2h, avokeitti&#... 	kt 	58,50 	191000 	3265 	1984 	2/2 	ei 	hyvä 	oma 	F2013
Kruununhaka 	2h+k+kph+erill.... 	kt 	65,20 	530000 	8129 	1927 	5/6 	on 	hyvä 	oma 	D2007
Lauttasaari 	2h, avok, p 	kt 	39,00 	295000 	7564 	1961 	2/5 	on 	hyvä 	oma 	G2007
Puotila 	2h, k, kph, las... 	kt 	42,50 	182000 	4282 	1965 	1/3 	ei 	hyvä 	oma 	E2007
Puotila 	2h+k+kph+las.p 	kt 	46,50 	187000 	4022 	1962 	3/3 	ei 	hyvä 	oma 	F2013
Kallio 	2h, avok, kph, wc 	kt 	49,20 	300000 	6098 	1912 	5/5 	ei 	hyvä 	oma 	E2007
Ullanlinna 	2h, avok, kph, ... 	kt 	54,00 	520000 	9630 	1938 	3/4 	on 	hyvä 	oma 	F2013
Kontula 	2h, k 	kt 	59,50 	100000 	1681 	1967 	3/8 	on 	huono 	vuokra 	G2013
Kannelmäki 	2h, k, kph, vh,... 	kt 	60,50 	105000 	1736 	1975 	2/3 	ei 	tyyd. 	vuokra 	D2007
Suurmetsä 	2h, k, kph, s, ... 	kt 	63,00 	124000 	1968 	1974 	2/3 	ei 	hyvä 	vuokra 	F2013
Taka-töölö 	2 h, kk ja halli 	kt 	63,00 	436000 	6921 	1939 	3/3 	ei 	hyvä 	oma 	F
Pitäjänmäki 	2h + avok + kph... 	kt 	42,50 	250000 	5882 	2017 	2/6 	on 	hyvä 	oma 	C2013
Kallio 	2h, avok, kph 	kt 	43,00 	274000 	6372 	1938 	6/6 	on 	hyvä 	oma 	D2007
Vanha-vuosaari 	2h, k, kph + p 	kt 	46,00 	157000 	3413 	1965 	1/3 	ei 	hyvä 	oma 	E2007
Pikku huopalahti 	2 h, avok, kph,... 	kt 	48,00 	280000 	5833 	1995 	3/3 	on 	hyvä 	vuokra 	E2013
Kontula 	2h, k, kph, las... 	kt 	58,00 	115000 	1983 	1969 	2/9 	on 	tyyd. 	oma 	G2013
Kulosaari 	2h,k, lasitettu... 	kt 	55,50 	295000 	5315 	1960 	3/5 	on 	tyyd. 	oma 	
Toukola 	2h, kk, kph, p 	kt 	35,80 	237000 	6620 	1948 	2/4 	ei 	hyvä 	vuokra 	F2018
Taka-töölö 	2h, avok, kph 	kt 	50,20 	302000 	6016 	1929 	2/6 	on 	hyvä 	oma 	
Kallio 	2h, k, kph, vh 	kt 	59,00 	321000 	5441 	1955 	3/6 	on 	tyyd. 	oma 	E2018
Punavuori 	2h+k+kph+et (yh... 	kt 	32,50 	329000 	10123 	1936 	5/5 	on 	hyvä 	oma 	G2007
Punavuori 	2h, kk, kph (yh... 	kt 	45,00 	318000 	7067 	1961 	2/7 	on 	tyyd. 	oma 	F2013
Lauttasaari 	2h+kk+kph+p 	kt 	47,00 	330000 	7021 	1939 	2/5 	on 	hyvä 	oma 	E2013
Herttoniemenranta 	2H+K 	kt 	51,50 	352000 	6835 	2018 	1/2 	ei 	hyvä 	oma 	B2007
Punavuori 	2h, avok, vh, e... 	kt 	43,00 	376000 	8744 	1936 	2/4 	on 	hyvä 	oma 	E2007
Sörnäinen 	2h, avokeitti&#... 	kt 	45,00 	246000 	5467 	1935 	4/7 	on 	tyyd. 	oma 	E2007
Tapulikaupunki 	2h+avokeitti... 	kt 	49,00 	133000 	2714 	1977 	2/6 	on 	hyvä 	oma 	G2013
Puotinharju 	2h, k, kph, par... 	kt 	55,00 	197000 	3582 	1962 	3/3 	ei 	hyvä 	vuokra 	E2007
Tapulikaupunki 	2h, k, rt, parv. 	kt 	60,00 	132000 	2200 	1991 	2/4 	on 	tyyd. 	vuokra 	E
Meilahti 	2h, kk 	kt 	43,00 	272000 	6326 	1941 	1/3 	ei 	huono 	oma 	F2013
Hermanni 	2 h + kk 	kt 	44,00 	239000 	5432 	1957 	4/4 	ei 	tyyd. 	vuokra 	E2007
Kamppi 	2h,kk,halli,kph 	kt 	49,50 	331000 	6687 	1939 	4/5 	on 	tyyd. 	oma 	F2013
Herttoniemenranta 	2h, kk, s, tera... 	kt 	54,00 	287000 	5315 	2008 	1/7 	on 	hyvä 	vuokra 	E2013
Tapanila 	2h, avokeitti&#... 	rt 	61,00 	255000 	4180 	1984 	1/1 	ei 	hyvä 	oma 	
Hakaniemi 	2h, k, s, lasit... 	kt 	64,00 	370000 	5781 	1993 	2/7 	on 	hyvä 	oma 	
Malminkartano 	2h, kk, kph, la... 	kt 	42,50 	157000 	3694 	1985 	4/4 	ei 	hyvä 	vuokra 	
Jätkäsaari 	2h, avok, kph, ... 	kt 	44,00 	362000 	8227 	2017 	5/8 	on 	hyvä 	oma 	C2013
Malmi 	2h+k 	kt 	50,00 	139000 	2780 	1965 	2/3 	ei 	hyvä 	oma 	E2013
Vuosaari 	2h+kk+s 	kt 	55,00 	209000 	3800 	2000 	4/4 	on 	hyvä 	vuokra 	F2018
Kannelmäki 	2h, k, vh, kph,... 	kt 	49,00 	169000 	3449 	1961 	2/4 	ei 	tyyd. 	vuokra 	F2013
Lauttasaari 	2h, k, kph 	kt 	57,50 	348000 	6052 	1955 	4/4 	on 	hyvä 	oma 	D2007
Lassila 	2h, k, kph, las... 	kt 	43,50 	201000 	4621 	1982 	3/3 	ei 	tyyd. 	oma 	D2007
Arabia 	2h, k, sauna, v... 	kt 	47,50 	343000 	7221 	2001 	6/6 	on 	hyvä 	oma 	
Vuosaari 	2h+k+kph+p 	kt 	49,50 	166000 	3354 	1965 	1/3 	ei 	hyvä 	oma 	
Kallio 	2 h, k, kph 	kt 	52,40 	315000 	6011 	1924 	6/6 	on 	hyvä 	oma 	
Punavuori 	1-2 h, kk, kph,... 	kt 	43,20 	366000 	8472 	1912 	1/4 	ei 	hyvä 	oma 	G2013
Myllypuro 	2h+kk+kph+vh+la... 	kt 	50,50 	188000 	3723 	1964 	5/7 	on 	hyvä 	vuokra 	E2007
Aurinkolahti 	2h, avok, kph, ... 	kt 	51,00 	230000 	4510 	2008 	3/3 	on 	hyvä 	oma 	F
Puistola 	2-3h+k+s+kph+er... 	rt 	73,00 	305000 	4178 	1988 	1/1 	ei 	hyvä 	oma 	
Kallio 	2h, avok, kph, ... 	kt 	46,00 	302000 	6565 	1938 	3/7 	on 	hyvä 	oma 	F2013
Vallila 	2h, avok, kph, ... 	kt 	59,50 	385000 	6471 	2007 	2/5 	on 	hyvä 	oma 	F
Etelä-haaga 	2H+KK 	kt 	42,50 	240000 	5647 	1960 	1/3 	ei 	tyyd. 	oma 	F2018
Länsi-pasila 	2h, k, p, s 	kt 	43,00 	230000 	5349 	1986 	5/6 	on 	tyyd. 	vuokra 	D
Ullanlinna 	2h+avok+kph 	kt 	45,00 	340000 	7556 	1931 	2/3 	ei 	tyyd. 	oma 	F2013
Pajamäki 	2h+kk+vh 	kt 	46,20 	201500 	4361 	1960 	2/4 	ei 	tyyd. 	vuokra 	F2018
Kannelmäki 	2h, k, kph, parv. 	kt 	49,50 	207000 	4182 	1959 	2/3 	ei 	hyvä 	vuokra 	E2018
Pajamäki 	2h, k, kph, vh,... 	kt 	55,90 	250000 	4472 	1960 	3/4 	ei 	hyvä 	vuokra 	F2018
Herttoniemi 	2h, parvi, kk, ... 	kt 	60,00 	380000 	6333 	1952 	-1/5 	on 	hyvä 	vuokra 	D2007
Etelä-haaga 	2 h, avokeitti&... 	kt 	48,00 	267000 	5563 	1956 	3/4 	ei 	tyyd. 	oma 	E2007
Munkkiniemi 	2 h, kk, kph, h... 	kt 	49,00 	293000 	5980 	1940 	4/4 	on 	hyvä 	oma 	D2013
Töölö 	2h, kk 	kt 	50,00 	335000 	6700 	1930 	6/8 	on 	huono 	oma 	F2013
Siltamäki 	2h, k, ph/s, wc... 	kt 	63,50 	116000 	1827 	1972 	3/3 	ei 	hyvä 	oma 	G2013
Munkkiniemi 	2h, k, kph, par... 	kt 	48,00 	345000 	7188 	1959 	3/4 	on 	hyvä 	oma 	E2007
Roihuvuori 	2h+k 	kt 	51,10 	195000 	3816 	1960 	4/4 	ei 	  	vuokra 	
Ylä-malmi 	2h, k, kph, las... 	kt 	55,50 	156500 	2820 	1967 	1/3 	on 	tyyd. 	oma 	E
Oulunkylä 	2h+k+kph+et+par... 	kt 	60,00 	275000 	4583 	1965 	2/3 	ei 	hyvä 	vuokra 	E2007
Paloheinä 	2h, k, s, p 	kt 	61,00 	227000 	3721 	1986 	2/2 	ei 	tyyd. 	vuokra 	G2013
Kamppi 	2h, avok, kph 	kt 	62,00 	410000 	6613 	1939 	3/5 	on 	tyyd. 	oma 	F2013
Kurkimäki 	2h+kk+kph 	kt 	46,00 	119100 	2589 	1986 	2/3 	ei 	tyyd. 	vuokra 	E2007
Oulunkylä 	2h, kk, kph, va... 	kt 	50,00 	195000 	3900 	1955 	4/4 	on 	huono 	vuokra 	F2018
Vuosaari 	2h+kk+s 	kt 	52,00 	196000 	3769 	1999 	2/7 	on 	tyyd. 	vuokra 	C2018
Roihuvuori 	2h, k, kph, las... 	kt 	53,00 	261000 	4925 	1966 	1/3 	ei 	hyvä 	oma 	F
Etelä-haaga 	2h, k, rt, kph,... 	kt 	53,50 	235000 	4393 	1957 	1/3 	ei 	tyyd. 	oma 	E2018
Mellunmäki 	2 h+k 	kt 	55,00 	135000 	2455 	1972 	1/3 	ei 	hyvä 	oma 	D2007
Yliskylä 	2h,k, kph, vh, ... 	kt 	44,00 	168000 	3818 	1971 	2/4 	on 	hyvä 	oma 	E2018
Itäkeskus 	2h, kk, kph, s,... 	kt 	45,00 	182385 	4053 	2001 	2/6 	on 	tyyd. 	vuokra 	C
Puotila 	2 h+k 	kt 	47,50 	174000 	3663 	1961 	2/3 	ei 	hyvä 	vuokra 	E2007
Kaartinkaupunki 	2h, avokeitti&#... 	kt 	51,00 	570000 	11176 	1962 	3/7 	on 	hyvä 	oma 	D2013
Alppila 	2h, k ja parveke 	kt 	53,50 	320000 	5981 	1959 	  	on 	tyyd. 	oma 	G2013
Itäkeskus 	2h, k, kph, vh,... 	kt 	58,50 	153000 	2615 	1977 	1/3 	on 	tyyd. 	vuokra 	D2007
Punavuori 	2h, k 	kt 	61,00 	350448 	5745 	1927 	1/5 	on 	hyvä 	oma 	F2013
Katajanokka 	2h, k, kph 	kt 	90,00 	680000 	7556 	1906 	2/4 	ei 	hyvä 	oma 	D2018
Kallio 	2h+kk 	kt 	41,00 	282000 	6878 	1940 	6/6 	on 	tyyd. 	oma 	F2013
Kamppi 	1h, lasisein... 	kt 	42,00 	355000 	8452 	1929 	1/4 	ei 	hyvä 	oma 	
Vallila 	2h, k, kph 	kt 	44,00 	242000 	5500 	1928 	3/6 	on 	tyyd. 	oma 	
Oulunkylä 	2h+kk+kph+ lasi... 	kt 	47,50 	174000 	3663 	1990 	1/3 	on 	tyyd. 	vuokra 	E2013
Kannelmäki 	2h,k,kph,las.p 	kt 	48,00 	190000 	3958 	1958 	2/4 	ei 	hyvä 	vuokra 	G2013
Länsi-pasila 	2h+k+kph+s+piha 	kt 	51,50 	279000 	5417 	1983 	1/4 	on 	hyvä 	vuokra 	D2018
Etelä-haaga 	2h+avok+kph+vh+... 	kt 	52,00 	267000 	5135 	1964 	2/3 	ei 	hyvä 	oma 	E2007
Munkkivuori 	2 h+k+vh, kph, ... 	kt 	52,10 	248000 	4760 	1957 	2/4 	ei 	hyvä 	vuokra 	G2013
Mellunmäki 	2h, k, kph, vh, p 	kt 	55,50 	129500 	2333 	1975 	3/3 	ei 	tyyd. 	oma 	E2007
Laajasalo 	2h,k,lasitettu ... 	kt 	56,00 	158000 	2821 	1970 	1/3 	ei 	tyyd. 	vuokra 	E2013
Ala-malmi 	2h, kk, s, lasi... 	kt 	56,00 	209500 	3741 	2013 	2/2 	on 	hyvä 	  	D2013
Kivihaka 	2h, k/rt, kph, ... 	kt 	60,50 	230000 	3802 	1961 	3/3 	ei 	hyvä 	vuokra 	E2007
Pitäjänmäki 	2h, k, kph, sau... 	kt 	64,50 	163000 	2527 	1973 	2/5 	on 	hyvä 	oma 	F2013
Malminkartano 	2h+avok+kph-wc+... 	kt 	44,50 	140000 	3146 	1986 	1/4 	on 	tyyd. 	vuokra 	F2007
Honkasuo 	2h, k, kph + p 	kt 	45,50 	195000 	4286 	2017 	3/3 	on 	hyvä 	vuokra 	C2013
Viikki 	2h+kk+s+p 	kt 	47,50 	252000 	5305 	2002 	2/5 	on 	tyyd. 	oma 	F2013
Pihlajisto 	2h, k 	kt 	59,50 	133500 	2244 	1972 	4/8 	on 	tyyd. 	oma 	E2007
Etelä-haaga 	2h, avok., rt, ... 	kt 	60,50 	320000 	5289 	1959 	3/4 	ei 	hyvä 	oma 	E2007
Lauttasaari 	2h, kk, kph, p 	kt 	36,00 	260000 	7222 	1963 	3/4 	on 	hyvä 	oma 	G
Punavuori 	2h, avok, kph, vh 	kt 	45,00 	308000 	6844 	1961 	3/7 	on 	tyyd. 	oma 	F2013
Munkkiniemi 	2h, kk, kph, pa... 	kt 	49,00 	324000 	6612 	1949 	5/5 	on 	tyyd. 	oma 	F2018
Laajasalo 	2h+kk 	kt 	50,00 	130000 	2600 	1970 	1/3 	ei 	tyyd. 	vuokra 	E2013
Kannelmäki 	2h+kk 	kt 	51,50 	170000 	3301 	1976 	2/3 	on 	hyvä 	vuokra 	E2013
Savela 	2h+avok.+kph+vh... 	kt 	53,00 	190000 	3585 	1980 	3/3 	ei 	hyvä 	oma 	F
Kamppi 	2h, k, kph, s 	kt 	64,00 	400000 	6250 	1986 	2/6 	on 	tyyd. 	oma 	E2007
Kannelmäki 	2 H, K, KPH, VH... 	kt 	37,00 	170000 	4595 	1959 	4/4 	ei 	hyvä 	oma 	F2013
Helsinki 	2h+kK 	kt 	38,00 	213000 	5605 	1956 	9/10 	on 	hyvä 	vuokra 	D2013
Viikinmäki 	2h, avok, kph, ... 	kt 	47,50 	234500 	4937 	2004 	4/8 	on 	hyvä 	vuokra 	F
Roihuvuori 	2h+k+kph+p 	kt 	48,50 	210930 	4349 	1958 	2/4 	ei 	tyyd. 	vuokra 	G2013
Tapaninkylä 	2 h, k, kph/s, ... 	rt 	58,00 	235000 	4052 	1989 	1/1 	ei 	hyvä 	oma 	
Patola 	2 h, k, kph, la... 	kt 	59,00 	153000 	2593 	1972 	2/3 	ei 	hyvä 	oma 	E2007
Helsinki 	2h+k+s 	kt 	61,50 	172000 	2797 	1985 	1/2 	ei 	tyyd. 	oma 	F2013
Meilahti 	2h+avok (yht. j... 	kt 	61,50 	465000 	7561 	1951 	8/8 	on 	hyvä 	oma 	C2013
Lassila 	2h+k+kph+piha 	kt 	62,00 	229000 	3694 	1980 	1/3 	ei 	hyvä 	vuokra 	E2007
Töölö 	2 huone. ja kei... 	kt 	79,00 	503500 	6373 	1926 	4/6 	ei 	hyvä 	oma 	
Kruununhaka 	2h,kh 	kt 	45,00 	360000 	8000 	1929 	7/8 	on 	tyyd. 	oma 	F2013
